largest,size_to_switch,keycomparisons,timetaken
1000000,0,1536664,0:00:00.436016
1000000,0,8837023,0:00:02.567027
1000000,0,8837042,0:00:02.587322
1000000,0,8837439,0:00:02.579563
1000000,0,8837330,0:00:02.568713
1000000,0,8837459,0:00:02.574022
1000000,0,18673956,0:00:05.506073
1000000,0,18674035,0:00:05.552388
1000000,0,18673815,0:00:05.593067
1000000,0,18673982,0:00:05.503086
1000000,0,18673778,0:00:05.509615
1000000,0,105050883,0:00:31.912332
1000000,0,105050205,0:00:32.105977
1000000,0,105048992,0:00:32.079950
1000000,0,105052587,0:00:31.973950
1000000,0,105054057,0:00:32.338501
1000000,0,220103701,0:01:10.448206
1000000,0,220102542,0:01:10.809380
1000000,0,220101212,0:01:09.547634
1000000,0,220100469,0:01:09.707015
1000000,0,220101323,0:01:09.643536
5000000,0,8673,0:00:00.003000
5000000,0,8716,0:00:00.001998
5000000,0,8709,0:00:00.002992
5000000,0,8748,0:00:00.002995
5000000,0,8724,0:00:00.003006
5000000,0,55248,0:00:00.016005
5000000,0,55214,0:00:00.017968
5000000,0,55283,0:00:00.016008
5000000,0,55176,0:00:00.018017
5000000,0,55277,0:00:00.015997
5000000,0,120401,0:00:00.037653
5000000,0,120399,0:00:00.035963
5000000,0,120547,0:00:00.035000
5000000,0,120362,0:00:00.035992
5000000,0,120441,0:00:00.034987
5000000,0,718126,0:00:00.204987
5000000,0,717996,0:00:00.204988
5000000,0,718353,0:00:00.206981
5000000,0,718091,0:00:00.202019
5000000,0,718335,0:00:00.205997
5000000,0,1536625,0:00:00.440540
5000000,0,1536138,0:00:00.436906
5000000,0,1536128,0:00:00.434604
5000000,0,1536434,0:00:00.445661
5000000,0,1536479,0:00:00.446983
5000000,0,8837443,0:00:02.675281
5000000,0,8837177,0:00:02.718894
5000000,0,8837563,0:00:02.651691
5000000,0,8837066,0:00:02.606166
5000000,0,8837278,0:00:02.598122
5000000,0,18673228,0:00:05.615463
5000000,0,18674455,0:00:05.581365
5000000,0,18675340,0:00:05.701032
5000000,0,18674297,0:00:05.657259
5000000,0,18674314,0:00:05.599313
5000000,0,105047681,0:00:32.924873
5000000,0,105051222,0:00:32.496057
5000000,0,105051570,0:00:32.659785
5000000,0,105049960,0:00:32.756266
5000000,0,105050068,0:00:32.906355
5000000,0,220098119,0:01:09.771202
5000000,0,220100134,0:01:09.469646
5000000,0,220100327,0:01:09.370991
5000000,0,220100469,0:01:09.402792
5000000,0,220098705,0:01:09.731769
10000000,0,8722,0:00:00.003001
10000000,0,8735,0:00:00.002996
10000000,0,8716,0:00:00.005017
10000000,0,8715,0:00:00.004017
10000000,0,8713,0:00:00.002998
10000000,0,55207,0:00:00.017008
10000000,0,55207,0:00:00.017000
10000000,0,55267,0:00:00.017016
10000000,0,55215,0:00:00.016999
10000000,0,55189,0:00:00.016979
10000000,0,120394,0:00:00.035016
10000000,0,120404,0:00:00.037006
10000000,0,120543,0:00:00.035011
10000000,0,120496,0:00:00.035011
10000000,0,120371,0:00:00.034008
10000000,0,718293,0:00:00.201002
10000000,0,718353,0:00:00.202014
10000000,0,718069,0:00:00.202982
10000000,0,718118,0:00:00.203004
10000000,0,718053,0:00:00.203000
10000000,0,1536491,0:00:00.435247
10000000,0,1536423,0:00:00.455780
10000000,0,1536739,0:00:00.438673
10000000,0,1536509,0:00:00.445003
10000000,0,1536386,0:00:00.428994
10000000,0,8837181,0:00:02.602103
10000000,0,8837630,0:00:02.566918
10000000,0,8837240,0:00:02.598146
10000000,0,8837447,0:00:02.630245
10000000,0,8837011,0:00:02.621692
10000000,0,18673944,0:00:05.541293
10000000,0,18674651,0:00:05.561556
10000000,0,18674289,0:00:05.523940
10000000,0,18674208,0:00:05.555494
10000000,0,18673624,0:00:05.539256
10000000,0,105051723,0:00:32.322247
10000000,0,105049933,0:00:32.429786
10000000,0,105050308,0:00:32.427046
10000000,0,105051127,0:00:32.546632
10000000,0,105053144,0:00:32.712219
10000000,0,220105091,0:01:09.370879
10000000,0,220099993,0:01:09.618954
10000000,0,220099070,0:01:09.807071
10000000,0,220102221,0:01:09.367361
10000000,0,220099156,0:01:08.953574
1000,5,8778,0:00:00.003000
1000,5,8771,0:00:00.002010
1000,5,8737,0:00:00.002009
1000,5,8797,0:00:00.002987
1000,5,8771,0:00:00.003988
1000,5,55732,0:00:00.013998
1000,5,55769,0:00:00.013976
1000,5,55784,0:00:00.014008
1000,5,55706,0:00:00.013990
1000,5,55897,0:00:00.015008
1000,5,121439,0:00:00.030009
1000,5,121517,0:00:00.028998
1000,5,121480,0:00:00.031034
1000,5,121596,0:00:00.029997
1000,5,121534,0:00:00.029006
1000,5,718343,0:00:00.183991
1000,5,718244,0:00:00.185036
1000,5,718531,0:00:00.185003
1000,5,718379,0:00:00.184001
1000,5,718219,0:00:00.185021
1000,5,1536319,0:00:00.402984
1000,5,1536486,0:00:00.399017
1000,5,1536421,0:00:00.396036
1000,5,1536668,0:00:00.392982
1000,5,1536510,0:00:00.395991
1000,5,8861896,0:00:02.310177
1000,5,8862083,0:00:02.304923
1000,5,8862183,0:00:02.310492
1000,5,8862027,0:00:02.299134
1000,5,8861864,0:00:02.292651
1000,5,18722798,0:00:04.917928
1000,5,18725006,0:00:04.963869
1000,5,18722503,0:00:04.985472
1000,5,18723621,0:00:05.089870
1000,5,18723884,0:00:05.163121
1000,5,105525032,0:00:28.646493
1000,5,105527781,0:00:28.304960
1000,5,105526646,0:00:28.347506
1000,5,105530471,0:00:28.142931
1000,5,105529105,0:00:28.180905
1000,5,221044755,0:00:59.763602
1000,5,221049729,0:00:59.852068
1000,5,221049896,0:00:59.851307
1000,5,221049229,0:00:59.632163
1000,5,221044423,0:00:59.823371
5000,5,8781,0:00:00.003001
5000,5,8736,0:00:00.002002
5000,5,8784,0:00:00.002000
5000,5,8772,0:00:00.002999
5000,5,8736,0:00:00.003000
5000,5,55658,0:00:00.013996
5000,5,55778,0:00:00.014018
5000,5,55784,0:00:00.015989
5000,5,55778,0:00:00.027000
5000,5,55764,0:00:00.014005
5000,5,121473,0:00:00.029978
5000,5,121590,0:00:00.030013
5000,5,121562,0:00:00.030989
5000,5,121541,0:00:00.030999
5000,5,121404,0:00:00.030006
5000,5,718647,0:00:00.184011
5000,5,718526,0:00:00.185047
5000,5,718213,0:00:00.184000
5000,5,718332,0:00:00.183986
5000,5,718336,0:00:00.184014
5000,5,1536926,0:00:00.399988
5000,5,1536671,0:00:00.398710
5000,5,1536797,0:00:00.401981
5000,5,1536865,0:00:00.408563
5000,5,1536763,0:00:00.401491
5000,5,8863644,0:00:02.423526
5000,5,8864129,0:00:02.381189
5000,5,8862985,0:00:02.419949
5000,5,8862718,0:00:02.439851
5000,5,8863684,0:00:02.468985
5000,5,18726833,0:00:05.137639
5000,5,18727811,0:00:05.235770
5000,5,18727442,0:00:05.162174
5000,5,18727351,0:00:05.162940
5000,5,18726525,0:00:05.112331
5000,5,105552784,0:00:29.749993
5000,5,105550139,0:00:29.880639
5000,5,105548995,0:00:29.826945
5000,5,105547476,0:00:31.407862
5000,5,105546208,0:00:30.275252
5000,5,221096445,0:01:03.897758
5000,5,221100569,0:01:03.824083
5000,5,221099790,0:01:03.194447
5000,5,221094582,0:01:03.481123
5000,5,221097743,0:01:03.071927
10000,5,8801,0:00:00.002000
10000,5,8806,0:00:00.003000
10000,5,8730,0:00:00.003009
10000,5,8755,0:00:00.002990
10000,5,8787,0:00:00.003002
10000,5,55766,0:00:00.013981
10000,5,55830,0:00:00.015003
10000,5,55723,0:00:00.013990
10000,5,55816,0:00:00.013999
10000,5,55641,0:00:00.013988
10000,5,121635,0:00:00.031010
10000,5,121371,0:00:00.031980
10000,5,121536,0:00:00.030989
10000,5,121522,0:00:00.029991
10000,5,121555,0:00:00.031987
10000,5,718432,0:00:00.188994
10000,5,718472,0:00:00.186980
10000,5,718296,0:00:00.185512
10000,5,718403,0:00:00.186019
10000,5,718420,0:00:00.188004
10000,5,1536653,0:00:00.399092
10000,5,1536840,0:00:00.406985
10000,5,1536732,0:00:00.417016
10000,5,1536636,0:00:00.411001
10000,5,1536613,0:00:00.410011
10000,5,8863562,0:00:02.414315
10000,5,8863901,0:00:02.404149
10000,5,8864128,0:00:02.400136
10000,5,8863677,0:00:02.395011
10000,5,8864728,0:00:02.435680
10000,5,18727440,0:00:05.144111
10000,5,18727253,0:00:05.247486
10000,5,18727820,0:00:05.139984
10000,5,18727267,0:00:05.175143
10000,5,18727984,0:00:05.149270
10000,5,105552427,0:00:30.052251
10000,5,105553095,0:00:30.180258
10000,5,105549180,0:00:30.007129
10000,5,105556139,0:00:30.018748
10000,5,105553591,0:00:29.951111
10000,5,221103002,0:01:04.115413
10000,5,221106504,0:01:04.050417
10000,5,221107599,0:01:04.329544
10000,5,221108374,0:01:03.947254
10000,5,221104997,0:01:04.525942
50000,5,8801,0:00:00.001980
50000,5,8782,0:00:00.002002
50000,5,8779,0:00:00.002166
50000,5,8757,0:00:00.001999
50000,5,8752,0:00:00.002002
50000,5,55870,0:00:00.013986
50000,5,55794,0:00:00.013996
50000,5,55821,0:00:00.014007
50000,5,55752,0:00:00.015009
50000,5,55795,0:00:00.013993
50000,5,121432,0:00:00.030000
50000,5,121587,0:00:00.032014
50000,5,121469,0:00:00.030015
50000,5,121652,0:00:00.029997
50000,5,121548,0:00:00.031021
50000,5,718418,0:00:00.188008
50000,5,718557,0:00:00.189384
50000,5,718497,0:00:00.184000
50000,5,718370,0:00:00.188997
50000,5,718440,0:00:00.183014
50000,5,1536802,0:00:00.406012
50000,5,1537132,0:00:00.406030
50000,5,1536680,0:00:00.411982
50000,5,1536752,0:00:00.407995
50000,5,1536947,0:00:00.406020
50000,5,8864548,0:00:02.400821
50000,5,8862550,0:00:02.389052
50000,5,8864263,0:00:02.378897
50000,5,8862555,0:00:02.399001
50000,5,8863458,0:00:02.409495
50000,5,18727125,0:00:05.185741
50000,5,18727499,0:00:05.167551
50000,5,18727059,0:00:05.227155
50000,5,18727345,0:00:05.122845
50000,5,18727681,0:00:05.180877
50000,5,105555559,0:00:30.120337
50000,5,105553849,0:00:29.891387
50000,5,105554884,0:00:29.863729
50000,5,105554454,0:00:30.468997
50000,5,105552920,0:00:30.317916
50000,5,221108151,0:01:04.666267
50000,5,221104753,0:01:04.904550
50000,5,221108525,0:01:05.316245
50000,5,221107453,0:01:04.452010
50000,5,221108854,0:01:04.068809
100000,5,8746,0:00:00.003015
100000,5,8750,0:00:00.003003
100000,5,8766,0:00:00.003000
100000,5,8789,0:00:00.003007
100000,5,8780,0:00:00.003011
100000,5,55725,0:00:00.015012
100000,5,55821,0:00:00.014014
100000,5,55785,0:00:00.014028
100000,5,55630,0:00:00.015002
100000,5,55707,0:00:00.015023
100000,5,121456,0:00:00.030998
100000,5,121530,0:00:00.030010
100000,5,121521,0:00:00.029980
100000,5,121485,0:00:00.029998
100000,5,121561,0:00:00.029999
100000,5,718509,0:00:00.183010
100000,5,718429,0:00:00.185009
100000,5,718318,0:00:00.183030
100000,5,718618,0:00:00.184311
100000,5,718378,0:00:00.186998
100000,5,1536914,0:00:00.398990
100000,5,1536708,0:00:00.401998
100000,5,1536886,0:00:00.398705
100000,5,1536889,0:00:00.397634
100000,5,1536737,0:00:00.402990
100000,5,8863489,0:00:02.373442
100000,5,8863112,0:00:02.359451
100000,5,8863289,0:00:02.364008
100000,5,8863584,0:00:02.372016
100000,5,8863939,0:00:02.372975
100000,5,18727747,0:00:05.126147
100000,5,18726790,0:00:05.104149
100000,5,18727345,0:00:05.170457
100000,5,18728345,0:00:05.234360
100000,5,18729002,0:00:05.127681
100000,5,105553405,0:00:30.091756
100000,5,105553708,0:00:29.932748
100000,5,105555761,0:00:30.990317
100000,5,105555182,0:00:30.712110
100000,5,105553686,0:00:30.359642
100000,5,221109627,0:01:04.037639
100000,5,221110172,0:01:04.354791
100000,5,221111529,0:01:04.082648
100000,5,221106192,0:01:04.082588
100000,5,221110294,0:01:04.033759
500000,5,8746,0:00:00.002998
500000,5,8751,0:00:00.004004
500000,5,8791,0:00:00.003019
500000,5,8788,0:00:00.002979
500000,5,8765,0:00:00.001983
500000,5,55886,0:00:00.015129
500000,5,55752,0:00:00.014366
500000,5,55761,0:00:00.014084
500000,5,55745,0:00:00.014980
500000,5,55711,0:00:00.015010
500000,5,121631,0:00:00.030000
500000,5,121485,0:00:00.030980
500000,5,121437,0:00:00.029990
500000,5,121487,0:00:00.029980
500000,5,121372,0:00:00.028990
500000,5,718196,0:00:00.185021
500000,5,718508,0:00:00.191997
500000,5,718575,0:00:00.182981
500000,5,718171,0:00:00.183000
500000,5,718403,0:00:00.183979
500000,5,1536742,0:00:00.395995
500000,5,1536706,0:00:00.393005
500000,5,1536848,0:00:00.397985
500000,5,1536630,0:00:00.399018
500000,5,1537032,0:00:00.402025
500000,5,8863681,0:00:02.364090
500000,5,8863716,0:00:02.368228
500000,5,8863595,0:00:02.369858
500000,5,8863988,0:00:02.410536
500000,5,8864270,0:00:02.350049
500000,5,18728527,0:00:05.136217
500000,5,18727996,0:00:05.120133
500000,5,18728424,0:00:05.098369
500000,5,18728256,0:00:05.180497
500000,5,18727492,0:00:05.120191
500000,5,105554225,0:00:29.994265
500000,5,105555327,0:00:30.067532
500000,5,105554038,0:00:29.955887
500000,5,105552154,0:00:29.993904
500000,5,105555402,0:00:29.955509
500000,5,221107426,0:01:04.407257
500000,5,221106957,0:01:06.207428
500000,5,221103622,0:01:05.685377
500000,5,221106756,0:01:04.307490
500000,5,221106636,0:01:04.528260
1000000,5,8729,0:00:00.002992
1000000,5,8776,0:00:00.002000
1000000,5,8810,0:00:00.001999
1000000,5,8756,0:00:00.001997
1000000,5,8731,0:00:00.002002
1000000,5,55652,0:00:00.015998
1000000,5,55705,0:00:00.014533
1000000,5,55792,0:00:00.014462
1000000,5,55647,0:00:00.014505
1000000,5,55639,0:00:00.015013
1000000,5,121513,0:00:00.029999
1000000,5,121470,0:00:00.032003
1000000,5,121470,0:00:00.030010
1000000,5,121376,0:00:00.031000
1000000,5,121569,0:00:00.031989
1000000,5,718413,0:00:00.189657
1000000,5,718221,0:00:00.185016
1000000,5,718525,0:00:00.186011
1000000,5,718519,0:00:00.189001
1000000,5,718449,0:00:00.191982
1000000,5,1536895,0:00:00.414010
1000000,5,1536450,0:00:00.405991
1000000,5,1536587,0:00:00.408886
1000000,5,1536779,0:00:00.417988
1000000,5,1536883,0:00:00.410550
1000000,5,8864801,0:00:02.476420
1000000,5,8863362,0:00:02.453285
1000000,5,8863900,0:00:02.368184
1000000,5,8863781,0:00:02.365796
1000000,5,8864580,0:00:02.346327
1000000,5,18727404,0:00:05.111357
1000000,5,18727214,0:00:05.121579
1000000,5,18726540,0:00:05.109958
1000000,5,18727406,0:00:05.144841
1000000,5,18726887,0:00:05.162531
1000000,5,105555731,0:00:29.955443
1000000,5,105554351,0:00:30.124055
1000000,5,105553303,0:00:30.541064
1000000,5,105552955,0:00:30.244187
1000000,5,105554930,0:00:30.267980
1000000,5,221105815,0:01:04.038958
1000000,5,221108561,0:01:04.100291
1000000,5,221106385,0:01:04.152476
1000000,5,221107567,0:01:04.296138
1000000,5,221104539,0:01:04.662550
5000000,5,8780,0:00:00.003000
5000000,5,8800,0:00:00.001999
5000000,5,8783,0:00:00.003009
5000000,5,8793,0:00:00.002527
5000000,5,8769,0:00:00.003001
5000000,5,55775,0:00:00.014260
5000000,5,55751,0:00:00.014237
5000000,5,55742,0:00:00.015057
5000000,5,55786,0:00:00.014000
5000000,5,55814,0:00:00.015020
5000000,5,121537,0:00:00.030010
5000000,5,121513,0:00:00.030577
5000000,5,121482,0:00:00.028995
5000000,5,121496,0:00:00.031011
5000000,5,121704,0:00:00.030990
5000000,5,718473,0:00:00.187989
5000000,5,718440,0:00:00.185010
5000000,5,718268,0:00:00.186991
5000000,5,718349,0:00:00.186009
5000000,5,718187,0:00:00.189010
5000000,5,1536213,0:00:00.402974
5000000,5,1537056,0:00:00.402011
5000000,5,1536833,0:00:00.405033
5000000,5,1536886,0:00:00.409302
5000000,5,1536783,0:00:00.404486
5000000,5,8864090,0:00:02.394056
5000000,5,8864049,0:00:02.405233
5000000,5,8863936,0:00:02.391438
5000000,5,8864552,0:00:02.382106
5000000,5,8863776,0:00:02.398829
5000000,5,18727673,0:00:05.147676
5000000,5,18727820,0:00:05.145959
5000000,5,18727228,0:00:05.174457
5000000,5,18728235,0:00:05.155856
5000000,5,18727653,0:00:05.164236
5000000,5,105555649,0:00:30.317842
5000000,5,105558026,0:00:30.273716
5000000,5,105553436,0:00:30.296596
5000000,5,105552843,0:00:30.072141
5000000,5,105554594,0:00:30.237577
5000000,5,221109101,0:01:04.667754
5000000,5,221111618,0:01:05.077180
5000000,5,221106509,0:01:06.982135
5000000,5,221109595,0:01:05.413691
5000000,5,221112639,0:01:04.991269
10000000,5,8773,0:00:00.002000
10000000,5,8785,0:00:00.001998
10000000,5,8805,0:00:00.001998
10000000,5,8735,0:00:00.003005
10000000,5,8738,0:00:00.002998
10000000,5,55806,0:00:00.016006
10000000,5,55806,0:00:00.014010
10000000,5,55812,0:00:00.015000
10000000,5,55791,0:00:00.012999
10000000,5,55783,0:00:00.013995
10000000,5,121340,0:00:00.030980
10000000,5,121580,0:00:00.031010
10000000,5,121445,0:00:00.030000
10000000,5,121564,0:00:00.030026
10000000,5,121650,0:00:00.030000
10000000,5,718459,0:00:00.188000
